City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
152,Laramie,US,2021-04-06 21:21:54,41.3114,-105.5911,43.0,39,90,14.97
153,Barra,BR,2021-04-06 21:26:02,-11.0894,-43.1417,84.7,43,41,4.61
154,Wuwei,CN,2021-04-06 21:26:02,37.9281,102.6414,44.15,58,100,5.57
155,Mago,RU,2021-04-06 21:26:02,53.2514,140.1822,25.65,94,98,2.57
156,Exu,BR,2021-04-06 21:26:03,-7.5119,-39.7242,80.6,65,20,3.0
157,Cherskiy,RU,2021-04-06 21:26:03,68.75,161.3,-15.59,95,26,1.43
158,Zambezi,ZM,2021-04-06 21:26:04,-13.5432,23.1047,64.74,67,100,6.04
159,Cidreira,BR,2021-04-06 21:26:04,-30.1811,-50.2056,73.78,81,0,13.42
160,Santa Barbara,US,2021-04-06 21:23:09,34.7333,-120.0343,73.0,52,1,10.36
161,Palembang,ID,2021-04-06 21:26:05,-2.9167,104.7458,74.75,94,96,3.2
162,Kapuskasing,CA,2021-04-06 21:26:05,49.4169,-82.4331,46.4,81,100,6.91
163,Holesov,CZ,2021-04-06 21:26:05,49.3333,17.5783,28.0,90,0,1.99
164,Kahului,US,2021-04-06 21:26:06,20.8947,-156.47,75.2,69,40,16.11
165,Itambe,BR,2021-04-06 21:26:06,-15.245,-40.6244,70.54,93,43,3.67
166,Barrow,US,2021-04-06 21:24:45,71.2906,-156.7887,-5.8,77,1,11.5
167,Santa Isabel Do Rio Negro,BR,2021-04-06 21:26:07,-0.4139,-65.0192,74.52,97,98,4.54
168,Udgir,IN,2021-04-06 21:26:07,18.3833,77.1167,84.27,23,3,10.11
169,Lewiston,US,2021-04-06 21:22:57,44.1003,-70.2148,53.6,54,90,12.66
170,Oktyabrskoye,RU,2021-04-06 21:26:08,43.0645,44.7417,42.01,75,2,8.95
171,Anloga,GH,2021-04-06 21:26:08,5.7947,0.8973,84.2,84,20,10.36
172,Witu,KE,2021-04-06 21:26:08,-2.3889,40.4382,82.4,83,20,8.05
173,Adre,TD,2021-04-06 21:26:09,13.4667,22.2,81.64,11,0,8.3
174,Mareeba,AU,2021-04-06 21:26:09,-17.0,145.4333,73.99,95,99,1.99
175,Thompson,CA,2021-04-06 21:26:09,55.7435,-97.8558,39.2,56,20,2.3
176,Bugulma,RU,2021-04-06 21:26:10,54.55,52.8,33.48,98,100,11.74
177,Constitucion,CL,2021-04-06 21:26:10,-35.3333,-72.4167,62.74,70,96,6.33
178,Seymchan,RU,2021-04-06 21:26:11,62.8833,152.4333,5.81,92,100,2.21
179,Rodrigues Alves,BR,2021-04-06 21:26:11,-7.738,-72.6509,89.6,66,40,3.44
180,Palauig,PH,2021-04-06 21:26:11,15.435,119.9045,77.77,75,9,6.26
181,Maniitsoq,GL,2021-04-06 21:26:12,65.4167,-52.9,23.47,81,19,4.56
182,Nazas,MX,2021-04-06 21:26:12,25.2333,-104.1333,87.96,16,4,1.81
183,Coquimbo,CL,2021-04-06 21:26:13,-29.9533,-71.3436,66.2,68,0,11.5
184,Antofagasta,CL,2021-04-06 21:26:03,-23.65,-70.4,72.0,77,40,14.97
185,Torbay,CA,2021-04-06 21:26:14,47.6666,-52.7314,39.0,100,90,11.5
186,Arraial Do Cabo,BR,2021-04-06 21:26:14,-22.9661,-42.0278,77.0,69,20,10.36
187,Inhambane,MZ,2021-04-06 21:26:14,-23.865,35.3833,72.66,68,33,10.25
188,Deputatskiy,RU,2021-04-06 21:26:15,69.3,139.9,-18.04,99,94,3.62
189,Souillac,MU,2021-04-06 21:26:16,-20.5167,57.5167,77.0,94,40,6.91
190,Sola,VU,2021-04-06 21:22:01,-13.8833,167.55,82.4,83,20,3.44
191,Kochki,RU,2021-04-06 21:26:16,54.3358,80.4806,22.98,96,7,7.76
192,Wakefield,GB,2021-04-06 21:26:17,53.6809,-1.499,34.0,56,8,7.0
193,Japura,ID,2021-04-06 21:26:17,-0.3167,102.35,73.31,98,95,0.85
194,Ola,RU,2021-04-06 21:26:18,59.5833,151.2833,15.39,90,99,4.07
195,Clinton,US,2021-04-06 21:26:18,42.587,-82.9199,77.0,50,75,12.66
196,Provideniya,RU,2021-04-06 21:26:18,64.3833,-173.3,5.0,66,0,6.71
197,Kaitangata,NZ,2021-04-06 21:26:19,-46.2817,169.8464,57.99,75,100,8.01
198,Yar-Sale,RU,2021-04-06 21:26:19,66.8333,70.8333,22.5,92,99,13.35
199,Berlevag,NO,2021-04-06 21:26:20,70.8578,29.0864,32.0,69,0,20.71
200,Sibolga,ID,2021-04-06 21:26:20,1.7427,98.7792,75.52,88,54,3.27
201,Saint-Philippe,RE,2021-04-06 21:26:20,-21.3585,55.7679,78.8,69,0,5.75
202,Corinth,GR,2021-04-06 21:26:21,37.9407,22.9573,57.99,49,0,10.0
203,Tisovec,SK,2021-04-06 21:26:21,48.6774,19.9436,26.01,68,0,11.5
204,Dothan,US,2021-04-06 21:26:14,31.2232,-85.3905,80.01,31,1,4.61
205,Okhotsk,RU,2021-04-06 21:26:21,59.3833,143.3,3.9,85,90,9.19
206,Victoria,HK,2021-04-06 21:24:47,22.2855,114.1577,73.0,82,87,1.01
207,Tuatapere,NZ,2021-04-06 21:26:22,-46.1333,167.6833,54.0,85,98,4.0
208,Faya,SA,2021-04-06 21:26:22,18.3851,42.4509,68.0,42,13,6.91
209,Malindi,KE,2021-04-06 21:26:23,-3.2175,40.1191,81.95,79,59,13.15
210,Tabou,CI,2021-04-06 21:26:23,4.423,-7.3528,80.26,86,52,4.05
211,Dovolnoye,RU,2021-04-06 21:26:24,54.4958,79.6671,23.34,97,22,7.83
212,Nagato,JP,2021-04-06 21:26:24,34.3833,131.2,51.8,76,20,3.44
213,Morgan City,US,2021-04-06 21:26:24,29.6994,-91.2068,78.01,69,90,13.8
214,Praia Da Vitoria,PT,2021-04-06 21:25:13,38.7333,-27.0667,60.8,94,40,3.0
215,Henties Bay,NA,2021-04-06 21:26:25,-22.116,14.2845,64.49,79,0,10.04
216,Meulaboh,ID,2021-04-06 21:26:25,4.1363,96.1285,76.98,85,99,2.62
217,Mahebourg,MU,2021-04-06 21:26:26,-20.4081,57.7,77.0,94,40,6.91
218,Opuwo,NA,2021-04-06 21:26:26,-18.0607,13.84,73.02,45,29,2.68
219,Beringovskiy,RU,2021-04-06 21:26:26,63.05,179.3167,-3.03,84,12,7.0
220,Dongsheng,CN,2021-04-06 21:26:27,39.8161,109.9776,39.29,70,30,4.63
221,Suntar,RU,2021-04-06 21:26:27,62.1444,117.6319,16.02,95,100,7.31
222,Edson,CA,2021-04-06 21:26:28,53.5835,-116.4356,48.2,34,20,4.61
223,Rizhao,CN,2021-04-06 21:26:28,35.4275,119.4553,50.34,36,100,1.83
224,Kadoma,JP,2021-04-06 21:26:28,34.7333,135.5833,48.99,81,20,8.05
225,Hibbing,US,2021-04-06 21:26:29,47.4272,-92.9377,60.8,26,1,8.05
226,Yaan,NG,2021-04-06 21:26:29,7.3833,8.5667,85.73,55,97,10.58
