City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
157,Biak,ID,75.99,overcast clouds,-0.9131,122.8766,Penginapan Kim
158,Katobu,ID,75.42,overcast clouds,-4.9408,122.5276,La Ode Husein
159,Bambous Virieux,MU,80.01,scattered clouds,-20.3428,57.7575,Casa Tia Villa
161,Boyolangu,ID,74.5,overcast clouds,-8.1181,111.8935,Yos ega cv
163,Karratha,AU,81.36,light rain,-20.7377,116.8463,ibis Styles Karratha
164,Camabatela,AO,65.26,overcast clouds,-8.1881,15.375,Pensão E Restaurantes
166,Piacabucu,BR,78.69,overcast clouds,-10.4056,-36.4344,Piaçabuçu News
169,Bitung,ID,78.85,overcast clouds,1.4451,125.1824,K2 Lembeh
170,Kruisfontein,ZA,61.0,clear sky,-34.0033,24.7314,Oyster Bay House Rental
171,San Francisco,US,62.01,broken clouds,37.7749,-122.4194,The Clift Royal Sonesta Hotel
174,Nabire,ID,74.64,moderate rain,-3.3667,135.4833,Hotel Nusantara Nabire
177,Sao Jose Da Coroa Grande,BR,79.45,scattered clouds,-8.8978,-35.1478,Crôa Mares Hotel
178,Cravo Norte,CO,78.44,overcast clouds,6.3017,-70.2041,Hotel Potosí Los Mirtos
179,Santa Rosalia,MX,82.27,clear sky,27.3167,-112.2833,Hotel Las Casitas Santa Rosalia
182,Pisco,PE,73.4,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
184,Clovis,US,72.0,clear sky,36.8252,-119.7029,"Homewood Suites by Hilton Fresno Airport/Clovis, CA"
186,Victoria,HK,69.01,light rain,22.2855,114.1577,Mini Hotel Central
187,Porto Novo,BJ,86.0,scattered clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
189,Itarema,BR,80.65,overcast clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
190,Richards Bay,ZA,68.86,few clouds,-28.783,32.0377,BON Hotel Waterfront Richards Bay
193,Saint-Joseph,RE,78.8,light rain,-21.3667,55.6167,"""Plantation Bed and Breakfast"
194,Mmabatho,ZA,60.8,few clouds,-25.85,25.6333,Mahikeng Guest Apartments
195,Mecca,SA,79.7,overcast clouds,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
197,Baiao,BR,80.01,overcast clouds,-2.7906,-49.6717,Hotel Eurosono
200,Airai,TL,58.44,overcast clouds,-8.9266,125.4092,Juvinal Martin
202,Qom,IR,71.31,overcast clouds,34.6401,50.8764,Qom Hotel
203,Pouembout,NC,73.96,light rain,-21.1333,164.9,Camping de Tipenga
205,Bandiagara,ML,87.94,few clouds,14.3501,-3.6104,Hotel de la Falaise
209,Sale,MA,63.0,broken clouds,34.0389,-6.8166,Hôtel Mercure Rabat Sheherazade
210,Constantine,DZ,51.8,scattered clouds,36.365,6.6147,Grand Hotel Cirta
212,Muros,ES,55.99,few clouds,42.7762,-9.0603,Apartment Av. Castelao
214,Souillac,MU,78.8,scattered clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
215,Cockburn Town,TC,77.0,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
217,San Policarpo,PH,78.39,overcast clouds,12.1791,125.5072,JM Lodge
218,Samarai,PG,79.99,overcast clouds,-10.6167,150.6667,Nuli Sapi
222,Guerrero Negro,MX,75.81,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
223,Mosquera,CO,59.0,scattered clouds,4.7059,-74.2302,Hotel SJ
225,Pathein,MM,76.91,clear sky,16.7833,94.7333,New Pammawaddy Hotel
226,Esperance,AU,59.0,overcast clouds,-33.8667,121.9,Hospitality Esperance
227,Castro,BR,66.83,overcast clouds,-24.7911,-50.0119,CHACARA BAILLY
231,Ilo,PE,71.6,overcast clouds,-17.6394,-71.3375,Torreblanca Hotel
232,Emporia,US,64.4,broken clouds,38.4039,-96.1817,Clarion Inn & Conference Center
233,Benjamin Constant,BR,86.0,few clouds,-4.3831,-70.0311,CASA AVALIADA
236,Tambura,SS,73.44,overcast clouds,5.6,27.4667,Rikito Lodge
238,Bintulu,MY,77.0,few clouds,3.1667,113.0333,900 Boutique INN
239,Prabumulih,ID,73.38,overcast clouds,-3.45,104.25,OYO 2722 Lemon Residence Prabumulih
241,Saint Anthony,US,66.2,broken clouds,45.0205,-93.21799999999999,Holiday Inn Express Roseville-St. Paul
243,Miandoab,IR,58.55,overcast clouds,36.9694,46.1027,موبایل جمهموری
244,Coihaique,CL,53.6,light rain,-45.5752,-72.0662,Diego De Almagro Coyhaique
246,Auki,SB,75.88,light rain,-8.7676,160.7034,Auki Motel
247,Cidreira,BR,74.66,scattered clouds,-30.1811,-50.2056,Hotel Castelo
248,Pimentel,PE,78.8,clear sky,-6.8367,-79.9342,Casona Del Muelle
249,Pandan,PH,76.75,scattered clouds,14.0453,124.1694,Bonifacio Lodge
250,Igunga,TZ,66.13,few clouds,-4.2833,33.8833,Ally yesu shop
252,Dicabisagan,PH,74.89,overcast clouds,17.0818,122.4157,Nancy Montanes Bernardo
253,Lakes Entrance,AU,60.01,overcast clouds,-37.8811,147.981,The Esplanade Resort & Spa
254,Siocon,PH,77.13,broken clouds,7.7061,122.1353,ABS Hotel
256,Bilma,NE,85.48,clear sky,18.6853,12.9164,Expeditions Ténére voyages
257,Dingle,PH,73.99,broken clouds,10.9995,122.6711,SEGAYA PROPERTY
258,Colesberg,ZA,68.5,clear sky,-30.72,25.0972,Bhelekazi Guesthouse
259,Kavieng,PG,80.4,overcast clouds,-2.5744,150.7967,Nusa Island Retreat
262,Guilin,CN,53.6,broken clouds,25.2819,110.2864,Grand 0773 Hotel
263,Gushikawa,JP,68.0,scattered clouds,26.3544,127.8686,Kirari Guest House
266,Arrecife,ES,68.0,few clouds,28.963,-13.5477,Hotel Lancelot
269,The Valley,AI,82.4,scattered clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
274,Ancud,CL,60.01,light rain,-41.8697,-73.8203,Hotel Arena Gruesa
275,Naze,JP,62.53,overcast clouds,28.3667,129.4833,奄美ポートタワーホテル
279,Nieuw Amsterdam,SR,82.4,scattered clouds,5.8833,-55.0833,Hotel Stardust
280,Flin Flon,CA,50.0,overcast clouds,54.7682,-101.865,Victoria Inn Flin Flon
281,Bela,IN,81.01,broken clouds,25.9333,81.9833,Raj Bhawan
282,Urucara,BR,83.66,overcast clouds,-2.5364,-57.76,Hotel japa
283,Sikandarpur,IN,80.37,clear sky,26.05,84.05,Girdhari plywoods Mistry
284,Bethel,US,71.6,broken clouds,41.3712,-73.414,Courtyard by Marriott Danbury
287,Malkangiri,IN,82.83,overcast clouds,18.35,81.9,Girls' Hostel
290,Lompoc,US,62.6,scattered clouds,34.6391,-120.4579,Holiday Inn Express Lompoc
291,San Felipe,VE,77.58,overcast clouds,10.3399,-68.7425,Posada Llovizna Rodríguez
293,Sault Sainte Marie,CA,66.2,clear sky,46.5168,-84.3333,Comfort Inn
294,Joacaba,BR,72.01,overcast clouds,-27.1781,-51.5047,Hotel Jaraguá
295,Lampa,CL,77.0,clear sky,-33.2833,-70.9,El sueño de Lampa I y II
296,Port-Gentil,GA,78.8,light rain,-0.7193,8.7815,Fengshui Residence
297,Turayf,SA,69.8,clear sky,31.6725,38.6637,Swiss Spirit Hotel & Suites Turaif
298,Eureka,US,60.01,few clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
299,Santa Fe,AR,90.0,overcast clouds,-31.6333,-60.7,Conquistador Hotel
300,Amambai,BR,83.26,clear sky,-23.1042,-55.2258,Keren Hotel
301,Komsomolskiy,UZ,53.6,clear sky,40.4272,71.7189,Ikathouse
303,Cagliari,IT,51.8,clear sky,39.245,9.0912,Holiday Inn Cagliari
305,Kahului,US,78.8,few clouds,20.8947,-156.47,Maui Seaside Hotel
306,Mlowo,TZ,56.86,broken clouds,-9.0,32.9833,Mchacho Drinks & Guest house
307,Nacimiento,CL,57.2,broken clouds,-37.5,-72.6667,Residencial San Marcos
309,Chicama,PE,69.8,few clouds,-7.8447,-79.1469,Hospedaje Punta Cana PERU
310,Muisne,EC,86.0,few clouds,0.6,-80.0333,Quinta Samay
311,Taltal,CL,69.01,overcast clouds,-25.4,-70.4833,Residencial Karime
313,Itaueira,BR,88.79,overcast clouds,-7.6033,-43.0256,Pousada e Restaurante Cheiro e Sabor
315,Alindao,CF,73.74,overcast clouds,5.0267,21.2088,OCHA Alindao
320,Katsuura,JP,50.0,scattered clouds,35.1333,140.3,Katsuura Hotel Mikazuki
321,Outlook,CA,59.0,light rain,51.5001,-107.0513,Red Wheel Motel
323,Arlit,NE,87.13,scattered clouds,18.7369,7.3853,Case de Passage De la Prefecture
324,Sayyan,YE,57.61,few clouds,15.1718,44.3244,متنزه و بحيرة سيان
325,Alenquer,BR,87.8,few clouds,-1.9417,-54.7383,Josilene Castro
327,Atar,MR,85.77,clear sky,20.5169,-13.0499,Oumou Elghoura
328,Sur,OM,79.74,clear sky,22.5667,59.5289,Sur Plaza Hotel
329,Kieta,PG,79.88,light rain,-6.2167,155.6333,Uruna Bay Retreat
330,Fare,PF,81.3,clear sky,-16.7,-151.0167,Maitai Lapita Village Huahine
335,Lucapa,AO,66.13,light rain,-8.4192,20.7447,Residência Ulisses Dos Santos
338,Manokwari,ID,77.79,light rain,-0.8667,134.0833,Swiss Belhotel Manokwari
339,Maceio,BR,82.4,broken clouds,-9.6658,-35.7353,Poutur Pousada
340,High Rock,BS,75.2,broken clouds,26.6208,-78.2833,Hideaway Bahamas Beach Club
344,Balkanabat,TM,75.33,clear sky,39.5108,54.3671,Nebitchi Hotel
345,Yiyang,CN,53.64,light rain,28.5892,112.3283,Tongcheng International Hotel
346,Iberia,US,80.6,clear sky,29.9502,-91.7507,back to back rv park
347,Jackson,US,61.0,scattered clouds,42.4165,-122.8345,Agate Village Apartments
348,Praia Da Vitoria,PT,60.8,broken clouds,38.7333,-27.0667,Hotel Branco I
349,Imperatriz,BR,80.51,broken clouds,-5.5264,-47.4917,Imperial Hotel
350,Houma,US,84.0,clear sky,29.5958,-90.7195,Courtyard by Marriott Houma
351,Halifax,CA,62.6,few clouds,44.6453,-63.5724,Hotel Halifax
352,Celestun,MX,83.35,clear sky,20.8667,-90.4,Posada Lilia
357,Puerto Carreno,CO,84.85,overcast clouds,6.189,-67.4859,Casa Hotel Victoria
358,Hobyo,SO,81.23,few clouds,5.3505,48.5268,Halane Hotel and Restaurent
360,Huacho,PE,72.91,broken clouds,-11.1067,-77.605,Hotel Restaurant Turístico Casablanca
361,Padang,ID,77.0,light rain,-0.9492,100.3543,Mercure Padang
362,Nelson Bay,AU,62.01,broken clouds,-32.7167,152.15,Mantra Nelson Bay
363,Goderich,CA,80.6,overcast clouds,43.7501,-81.7165,Harmony Inn
364,Geraldton,AU,71.6,overcast clouds,-28.7667,114.6,Broadwater Mariner Resort
365,Morgan City,US,82.99,clear sky,29.6994,-91.2068,Hampton Inn & Suites Morgan City
367,Monrovia,LR,80.6,few clouds,6.3005,-10.7969,Sunset Inn
368,Sao Joao Da Barra,BR,78.8,scattered clouds,-21.6403,-41.0511,Pousada Porto De Canoas
371,Kimbe,PG,75.42,moderate rain,-5.5502,150.1429,Kimbe Bay Hotel
372,Aksu,CN,50.4,overcast clouds,41.1231,80.2644,Pudong Holiday Hotel
374,Santiago De Cuba,CU,82.4,scattered clouds,20.0247,-75.8219,Cubanacan San Felix
375,Pecos,US,88.0,clear sky,31.4229,-103.4932,Knights Inn Pecos
376,Greenfield,US,55.99,overcast clouds,42.9614,-88.0126,Brewtown Eatery Bar & Grill
378,Constitucion,CL,61.88,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
379,Elat,IL,69.51,clear sky,29.5581,34.9482,Club Hotel Eilat
380,Hibbing,US,51.8,light rain,47.4272,-92.9377,Mitchell-Tappan House
382,Honiara,SB,75.67,light rain,-9.4333,159.95,Heritage Park Hotel
383,Laguna De Perlas,NI,84.2,broken clouds,12.3429,-83.6712,Hotel Best View
384,Mormugao,IN,82.4,scattered clouds,15.4,73.8,Coconut Creek Resort
385,Westport,US,66.99,clear sky,41.1415,-73.3579,The Westport Inn
386,Mpanda,TZ,64.29,light rain,-6.3655,31.0409,CH Hotel - Mpanda
387,Korhogo,CI,88.11,scattered clouds,9.45,-5.6333,Hôtel Tchinbota
388,Alta Floresta,BR,76.96,broken clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
389,Cortez,US,66.2,few clouds,37.3489,-108.5859,Sand Canyon National 9 Inn
390,Umarkot,PK,81.03,clear sky,25.3616,69.7362,Al-Qamar Boys Hostel
391,Assiniboia,CA,50.0,overcast clouds,49.6334,-105.9845,Canalta Hotel Assiniboia
392,Sibu,MY,73.4,scattered clouds,2.3,111.8167,RH HOTEL (4 Star)
394,Uvira,CD,72.3,light rain,-3.4067,29.1458,Hotel Suzana
398,Tecoanapa,MX,86.13,clear sky,16.5167,-98.75,Hotel Manglares
399,Payo,ID,71.55,overcast clouds,-3.7508,103.6372,Mess keban agung
405,Vredendal,ZA,65.43,scattered clouds,-31.6683,18.5012,Tharrakamma Guest House
407,Vila,PT,53.01,scattered clouds,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
408,Gohpur,IN,70.05,broken clouds,26.8833,93.6333,Murchana Music
409,Gazanjyk,TM,73.09,clear sky,39.2446,55.5154,Railway motel
410,Klamath Falls,US,52.0,clear sky,42.2249,-121.7817,Holiday Inn Express & Suites Klamath Falls Central
413,Bandarbeyla,SO,76.17,few clouds,9.4942,50.8122,JABIR HOTEL
414,Mahebourg,MU,78.8,scattered clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
416,Cayeli,TR,51.96,overcast clouds,41.0923,40.7292,Grand Cavusoglu Hotel
417,Eyl,SO,76.62,clear sky,7.9803,49.8164,Amiin Hotel
420,Kantunilkin,MX,86.0,scattered clouds,21.0917,-87.45,Posada Paraiso
421,Anloga,GH,84.2,light rain,5.7947,0.8973,Pin Drop Hotel
423,Puyang,CN,50.13,overcast clouds,29.4603,119.8861,Xianhua Sandalwood Celebrity Hotel
424,Lata,PT,59.0,overcast clouds,40.1629,-8.3327,Casa Maquia
426,Umm Lajj,SA,77.59,clear sky,25.0213,37.2685,Moon light Furnished Units
428,Gwadar,PK,78.01,clear sky,25.1216,62.3254,Sadaf Resort
430,Pontianak,ID,77.0,few clouds,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
431,Praxedis Guerrero,MX,84.0,broken clouds,31.3667,-106.0167,Iglesia Bautista Dios con Nosotros
432,Conceicao Do Araguaia,BR,80.85,broken clouds,-8.2578,-49.2647,Tarumã Tropical Hotel
433,Quatre Cocos,MU,80.01,scattered clouds,-20.2078,57.7625,Emeraude Beach Attitude Hotel
435,Jeremie,HT,77.68,overcast clouds,18.65,-74.1167,Auberge’Inn
436,Algemesi,ES,55.0,broken clouds,39.1833,-0.4333,Hotel Lluna Alzira
438,Faanui,PF,81.88,few clouds,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
439,Parrita,CR,73.0,broken clouds,9.5201,-84.3225,Beso del Viento
440,Yulara,AU,60.8,scattered clouds,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
441,Caraballeda,VE,80.73,overcast clouds,10.6112,-66.8522,Hotel 15 Letras
443,San Julian,MX,85.15,clear sky,21.0167,-102.1667,La Nueva España
444,Ahuimanu,US,77.0,scattered clouds,21.4447,-157.8378,Paradise Bay Resort
445,Tabas,IR,73.09,few clouds,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
446,Yenotayevka,RU,53.49,overcast clouds,47.2456,47.0281,Hotel Voyage
447,Saint-Pierre,RE,78.8,moderate rain,-21.3393,55.4781,Lindsey Hôtel
448,Port Lincoln,AU,59.88,scattered clouds,-34.7333,135.8667,Port Lincoln Hotel
449,Tasquillo,MX,85.69,clear sky,20.55,-99.3,HOTEL TASQUILLO
450,Marawi,PH,75.0,overcast clouds,7.9986,124.2928,Derogongan Residence
451,Port Shepstone,ZA,69.15,clear sky,-30.7414,30.455,My Den Beachfront Bed and Breakfast | Self-Catering
452,Wum,CM,72.52,overcast clouds,6.3833,10.0667,Wum Council Hall
453,Black River,JM,82.4,few clouds,18.0264,-77.8487,Idlers' Rest Beach Hotel
455,Kalmunai,LK,77.18,few clouds,7.4167,81.8167,VS Villa
456,Cayenne,GF,82.4,overcast clouds,4.9333,-52.3333,Hôtel Le Dronmi
457,Guarapari,BR,77.0,few clouds,-20.6667,-40.4975,Hotel Porto do Sol
458,Puerto Narino,CO,86.0,broken clouds,-3.7703,-70.3831,Eware Refugio Amazonico
460,Palauig,PH,78.17,few clouds,15.435,119.9045,Myhousebythesea
461,Mentougou,CN,54.0,scattered clouds,39.9392,116.0917,北京京西晨光饭店
462,Torit,SS,78.87,broken clouds,4.4133,32.5678,Diplomat Guest House
465,San Roque,ES,60.8,broken clouds,36.2107,-5.3842,Hotel Guadacorte Park
466,Puerto Baquerizo Moreno,EC,84.2,scattered clouds,-0.9,-89.6,Hotel los Algarrobos
467,Domoni,KM,78.44,moderate rain,-12.2569,44.5319,Al Djadid
469,Winnemucca,US,60.8,clear sky,40.973,-117.7357,Winners Inn Casino
470,Riyadh,SA,82.4,clear sky,24.6877,46.7219,InterContinental Riyadh
471,Sunnyside,US,55.4,clear sky,46.3237,-120.0087,Rodeway Inn
472,Ban Dung,TH,78.01,scattered clouds,17.699,103.2596,Heuan Na Khee
473,Gat,IL,63.0,few clouds,31.61,34.7642,OlusHome
474,Kuching,MY,77.0,few clouds,1.55,110.3333,The Ranee Boutique Suites
475,Same,TZ,66.9,overcast clouds,-4.0667,37.7333,Elephant Motel
478,Taunggyi,MM,61.57,clear sky,20.7833,97.0333,True Treasure Hotel
479,Isabela,PH,78.6,broken clouds,6.7085,121.9711,Isawad Resort
480,Alipur Chatha,PK,64.4,smoke,32.2688,73.819,Gali Baker Qasaba Wali
482,Vung Tau,VN,80.69,overcast clouds,10.345999999999998,107.0843,Green hotel
483,Ugoofaaru,MV,81.9,clear sky,5.6667,73.0,Ungoofaaru Inn
485,Gravelbourg,CA,50.0,overcast clouds,49.8834,-106.5512,Historic Bishops Residence Bed & Breakfast
486,Axim,GH,81.12,light rain,4.8699,-2.2405,AXIM BEACH RESORT AND SPA
